0.180111,5360
0.360734,5896
0.361678,6432
0.362622,6968
0.363566,7504
0.364510,8040
0.541352,8576
0.542296,9112
0.543240,9648
0.544184,10184
0.545128,10720
0.546072,11256
0.547016,11792
0.721970,12328
0.722914,12864
0.723858,13400
0.724802,13936
0.725746,14472
0.726690,15008
0.727634,15544
0.728578,16080
0.729522,16616
0.730466,17152
0.731410,17688
0.903061,18224
0.904005,18760
0.904949,19296
0.905893,19832
0.906837,20368
0.907781,20904
0.908725,21440
0.909669,21976
0.910613,22512
0.911557,23048
0.912501,23584
0.913445,24120
0.914389,24656
0.915333,25192
0.917228,24656
1.083687,24120
1.084159,23787
1.084631,23497
1.085103,23207
1.085575,22917
1.086047,22627
1.086519,22337
1.086991,22048
1.087463,21758
1.087935,21468
1.088407,21178
1.088879,20888
1.089351,20598
1.089823,20308
1.090295,20018
1.090767,19729
1.091239,19439
1.091711,19149
1.092183,18859
1.092655,18569
1.093127,18279
1.093599,17989
1.094071,17699
1.094543,17410
1.095015,17120
1.095487,16830
1.095959,16540
1.096431,16250
1.096903,15960
1.097375,15670
1.097847,15380
1.098319,15091
1.098791,14801
1.099263,14511
1.099735,14221
1.100207,13931
1.100679,13641
1.101151,13351
1.101623,13061
1.102095,12772
1.102567,12060
1.103039,11792
1.104919,12060
1.104919,12083
1.266665,12106
1.268553,12129
1.270913,12152
1.272801,12175
1.274689,12198
1.277049,12221
1.278937,12244
1.281297,12267
1.283657,12290
1.284601,12313
1.285545,12336
1.447755,12359
1.449643,12382
1.452003,12405
1.453891,12428
1.455779,12451
1.458139,12474
1.460027,12497
1.462387,12519
1.464747,12541
1.465691,12563
1.466635,12585
1.628373,12607
1.630261,12629
1.632621,12651
1.634509,12673
1.636397,12695
1.638757,12717
1.640645,12739
1.643005,12761
1.645365,12783
1.646309,12805
1.647253,12827
1.808992,12849
1.810880,12871
1.813240,12893
1.815128,12915
1.817016,12937
1.819376,12959
1.821264,12981
1.823624,13003
1.825984,13025
1.826928,13047
1.827872,13069
1.989610,13090
1.991498,13111
1.992442,13132
1.994330,13153
1.996218,13174
1.998106,13195
2.000466,13216
2.002354,13237
2.004714,13258
2.007074,13279
2.008018,13300
2.008962,13321
2.170700,13342
2.172588,13363
2.173532,13384
2.175420,13405
2.177308,13426
2.181564,12864
2.182980,12328
2.183452,11941
2.185340,11634
2.185812,11326
2.187700,11018
2.188172,10711
2.188644,10403
2.189116,10095
2.189588,9787
2.190060,9480
2.351326,9172
2.351798,8864
2.353214,8557
2.353686,8249
2.354158,7941
2.354630,7634
2.356046,7326
2.356518,7018
2.356990,6710
2.357934,6164
2.358406,5896
2.362182,6164
2.362182,6210
2.369262,6256
2.531944,6301
2.535248,6346
2.539024,6391
2.542336,6435
2.549880,6479
2.712562,6523
2.715866,6567
2.719642,6610
2.722954,6653
2.723898,6696
2.730970,6738
2.893653,6780
2.896957,6822
2.900733,6864
2.904044,6905
2.904988,6946
2.912061,6987
3.074743,7028
3.078047,7068
3.081823,7108
3.085135,7148
3.086079,7188
3.093151,7227
3.255361,7266
3.258665,7305
3.262441,7344
3.265753,7383
3.266697,7421
3.273769,7459
3.435979,7497
3.439283,7535
3.443059,7573
3.446371,7610
3.447315,7647
3.454387,7684
3.616598,7721
3.619902,7758
3.620846,7795
3.624150,7831
3.627461,7867
3.628405,7903
3.635478,7939
3.797688,7975
3.800992,8011
3.801936,8046
